cell_id,lat,lon,lat_max,lon_max,lulc_class,ndvi,ndwi,albedo,building_density,building_height,zone_name,air_temp,humidity,wind_speed,svf,lst,hsi_class
cell_16.6728_74.2455,16.6728,74.2455,16.6753,74.248,built_up,0.0972846093051266,-0.23375084458997314,0.1583049811796346,250,8.05933915926044,Shenda Park,30.508129907948195,67.74770289167411,4.234866402162158,0.2,40.76,Hot Zone
cell_16.6728_74.2480,16.6728,74.248,16.6753,74.2505,water,0.06829851960562827,0.46241803723536823,0.06126019257547603,0,0.0,Shenda Park,26.95764144063188,78.16565179151556,5.200332841442347,0.8280200151308271,23.41,Cool Zone
cell_16.6728_74.2505,16.6728,74.2505,16.6753,74.253,water,0.046382690065915465,0.47445946729708066,0.07343491299046848,0,0.0,Shenda Park,27.484128899639558,73.65877110255462,5.666148570152341,0.8525895960510965,24.08,Cool Zone
cell_16.6728_74.2530,16.6728,74.253,16.6753,74.2555,water,0.06845856197204628,0.4358031217808844,0.06654290184344544,0,0.0,Shenda Park,26.81717594372234,77.00498048715643,5.1081385034934295,0.8795002655528491,22.58,Cool Zone
cell_16.6728_74.2555,16.6728,74.2555,16.6753,74.258,water,0.06528734529706443,0.47337402859357275,0.061664847933608734,0,0.0,Shenda Park,26.830926154318576,78.07688004490873,5.509319109629443,0.8838576962076873,22.91,Cool Zone
cell_16.6728_74.2580,16.6728,74.258,16.6753,74.2605,vegetation,0.55,0.05,0.2,0,0.0,Shenda Park,26.402890599003317,75.67890669779459,6.211694391905512,0.85185499694037,16.65,Cool Zone
cell_16.6728_74.2605,16.6728,74.2605,16.6753,74.263,built_up,0.18376711494522455,-0.0975909809641693,0.15843747401302488,30,8.544174609430637,Shenda Park,27.8124036684044,74.68086483157454,5.114061240080117,0.7384479731987077,24.96,Cool Zone
cell_16.6728_74.2630,16.6728,74.263,16.6753,74.2655,built_up,0.1204559879644702,-0.0759678860443525,0.17660516890526015,90,8.040344654707361,Shenda Park,27.999871449405486,71.4812970603538,4.91532070911838,0.5948544992269595,31.94,Mild Zone
cell_16.6728_74.2655,16.6728,74.2655,16.6753,74.268,built_up,0.11377470714858903,-0.17948573183760555,0.1488118767312829,210,14.310254651804348,Shenda Park,29.310860767788697,68.88897649177245,3.2920590502483025,0.2,39.47,Warm Zone
cell_16.6728_74.2680,16.6728,74.268,16.6753,74.2705,built_up,0.1427745123797554,-0.14922637418751725,0.1357926005492642,250,11.403394689020146,Shenda Park,30.628416150830176,65.73379476065885,3.492454692683472,0.2,41.46,Hot Zone
cell_16.6728_74.2705,16.6728,74.2705,16.6753,74.273,built_up,0.11148867229750264,-0.17556181734655252,0.12300325024024675,195,9.75131376502653,Shenda Park,29.852133502191585,70.77369728190058,3.502041775034216,0.2,39.68,Warm Zone
cell_16.6728_74.2730,16.6728,74.273,16.6753,74.2755,built_up,0.16025390785191937,-0.11316632015865552,0.11547669387076545,135,5.9042794142219215,Shahu Market Yard,29.217321268073334,67.26609330189453,3.6374805854727827,0.43786733396960165,35.87,Warm Zone
cell_16.6728_74.2755,16.6728,74.2755,16.6753,74.278,built_up,0.06575691605481315,-0.10767396330933543,0.1518157877989085,180,12.443565645151686,Shahu Market Yard,30.23155909999202,68.8686703023828,4.027930677992403,0.23786996139447886,37.28,Warm Zone
cell_16.6728_74.2780,16.6728,74.278,16.6753,74.2805,built_up,0.10377338653743029,-0.137239485381236,0.17572909703880252,250,8.186643874202982,Shahu Market Yard,30.866007692260485,64.58572113645438,2.6075957348339713,0.2,42.13,Hot Zone
cell_16.6728_74.2805,16.6728,74.2805,16.6753,74.283,built_up,0.0954430397733887,-0.10901263605885661,0.16503445704875527,75,18.572446907747736,Shahu Market Yard,27.994346916758527,73.19446586857978,5.197071341441709,0.6402869157279282,31.74,Mild Zone
cell_16.6728_74.2830,16.6728,74.283,16.6753,74.2855,built_up,0.09100639831739174,-0.21703015486653676,0.11586648088798313,60,15.339336343590706,Shahu Market Yard,28.005588574627854,71.77144330453712,5.215288184918868,0.6524964138909367,32.96,Mild Zone
cell_16.6728_74.2855,16.6728,74.2855,16.6753,74.288,built_up,0.10486228949847948,-0.10932901115212085,0.14322574892263873,15,5.9647812869224435,Shahu Market Yard,27.248976284869524,73.81304987849126,5.602409738401759,0.8152762634414183,27.04,Cool Zone
cell_16.6728_74.2880,16.6728,74.288,16.6753,74.2905,vegetation,0.55,0.05,0.2,0,0.0,Shahu Market Yard,26.764577907927546,74.43958043443051,5.939983330190557,0.8862635198738585,16.41,Cool Zone
cell_16.6753_74.1905,16.6753,74.1905,16.6778,74.193,built_up,0.11117131040513528,-0.19438752896246064,0.13397565674314932,180,6.135015974301332,Mangalwar Peth,28.847345993556004,72.855463249991,3.8731537427644787,0.2,37.54,Warm Zone
cell_16.6753_74.1930,16.6753,74.193,16.6778,74.1955,built_up,0.10291882498264009,-0.08115496315529096,0.13159405794748888,250,13.64415313825139,Mangalwar Peth,31.02282907221485,65.15485069673612,4.041620051192648,0.2,40.52,Hot Zone
cell_16.6753_74.1955,16.6753,74.1955,16.6778,74.198,built_up,0.16824833054697924,-0.15225833136193867,0.15689285566166955,250,16.672032027910856,Mangalwar Peth,31.159576610616288,65.88320661137752,3.6906170326107897,0.2,40.11,Hot Zone
cell_16.6753_74.1980,16.6753,74.198,16.6778,74.2005,built_up,0.1259138028733595,-0.09609183223286141,0.13601921001979825,250,13.430386044340908,Mangalwar Peth,30.358868848781267,67.36483724674339,2.475742257581311,0.2,42.17,Hot Zone
cell_16.6753_74.2005,16.6753,74.2005,16.6778,74.203,built_up,0.09602405859209949,-0.14252914563851843,0.1481149665593782,250,10.810961221512907,Mangalwar Peth,30.842245045556798,66.03467911255929,2.8691092566748773,0.2,42.31,Hot Zone
cell_16.6753_74.2030,16.6753,74.203,16.6778,74.2055,built_up,0.1276799427248095,-0.16409176131588296,0.09884512479740776,250,9.076422722462123,Mangalwar Peth,29.79257004005017,63.573043570896886,3.561307442371346,0.2,40.48,Hot Zone
cell_16.6753_74.2055,16.6753,74.2055,16.6778,74.208,built_up,0.1672906484488326,-0.16159570763638167,0.163930680875998,250,18.681308859957046,Mangalwar Peth,30.75968637055298,64.8736844634428,2.947815580565691,0.2,41.95,Hot Zone
cell_16.6753_74.2080,16.6753,74.208,16.6778,74.2105,built_up,0.1033714014240861,-0.07258907573354959,0.15216146960040683,250,12.377890674008876,Mangalwar Peth,31.168351251428973,69.50116701232226,2.940875498052973,0.2,42.02,Hot Zone
cell_16.6753_74.2105,16.6753,74.2105,16.6778,74.213,built_up,0.14537676853308623,-0.04482937613904833,0.0859991546363976,250,11.677705212369716,Mangalwar Peth,30.449703805818178,67.55022438597386,3.1255184884080682,0.2,41.34,Hot Zone
cell_16.6753_74.2130,16.6753,74.213,16.6778,74.2155,built_up,0.16814972945149492,-0.1614477057512944,0.16853423334397025,250,15.475663319227085,Mangalwar Peth,30.48029928886235,66.35131390817959,3.3739679054741787,0.2,41.4,Hot Zone
cell_16.6753_74.2155,16.6753,74.2155,16.6778,74.218,built_up,0.1346912386001877,-0.09607267446578073,0.1519190304670705,250,12.405928466859535,Mangalwar Peth,30.531022807731922,64.08051552821134,2.9635406095010195,0.2,40.47,Hot Zone
cell_16.6753_74.2180,16.6753,74.218,16.6778,74.2205,built_up,0.12433206327035368,-0.16621342599969385,0.1633949917846481,250,11.556064535336489,Mangalwar Peth,30.907606982123454,65.92820864473475,3.38576484023483,0.2,40.7,Hot Zone
cell_16.6753_74.2205,16.6753,74.2205,16.6778,74.223,water,0.03496440369259374,0.48372790043942476,0.07035740642135542,0,0.0,Mangalwar Peth,26.151899891802454,73.11124673981809,5.480779914537479,0.8815698350886905,21.34,Cool Zone
cell_16.6753_74.2230,16.6753,74.223,16.6778,74.2255,water,0.07236163476664041,0.40162833810660176,0.05351728188219124,0,0.0,Mangalwar Peth,26.262892763642995,72.26387156927808,4.905679684379178,0.8874994461330398,23.72,Cool Zone
cell_16.6753_74.2255,16.6753,74.2255,16.6778,74.228,built_up,0.10889617462686928,-0.1957156097447463,0.15677982845076047,250,15.96515065073868,Shenda Park,29.910831703134075,66.8065374858741,3.0695461561933417,0.2,40.87,Hot Zone
cell_16.6753_74.2280,16.6753,74.228,16.6778,74.2305,built_up,0.11686392595342829,-0.11443858623397585,0.16609425887430884,250,10.813025104122637,Shenda Park,30.555179780578754,65.71140642583414,2.370843225479967,0.2,41.24,Hot Zone
cell_16.6753_74.2305,16.6753,74.2305,16.6778,74.233,built_up,0.11222611259143618,-0.17539924094418569,0.16046964061520755,180,12.357569841166207,Shenda Park,29.306298841041702,67.36065544571768,3.6372647709048462,0.2,37.96,Warm Zone
cell_16.6753_74.2330,16.6753,74.233,16.6778,74.2355,built_up,0.12647039075277522,-0.136944419634763,0.1493733769710833,150,11.552348792867985,Shenda Park,30.454347495547655,72.07235668260826,4.378464046749474,0.42283486529906766,35.92,Warm Zone
cell_16.6753_74.2355,16.6753,74.2355,16.6778,74.238,built_up,0.1243729016858294,-0.10872210413852174,0.1478387285269849,250,11.613104644821815,Shenda Park,30.10113489139424,65.70857692797108,2.904439580240085,0.2,42.08,Hot Zone
cell_16.6753_74.2380,16.6753,74.238,16.6778,74.2405,built_up,0.11339991396440895,-0.055358465669385626,0.19078114318556932,250,11.310389407114787,Shenda Park,31.057934184145452,67.54089588883801,2.5318755488239466,0.2,41.03,Hot Zone
cell_16.6753_74.2405,16.6753,74.2405,16.6778,74.243,built_up,0.12758130355803057,-0.14804641300153953,0.1475798796711494,250,12.240131864598178,Shenda Park,30.206814723983825,64.88016201381811,3.207161952120273,0.2,39.52,Warm Zone
cell_16.6753_74.2430,16.6753,74.243,16.6778,74.2455,built_up,0.12773533670220655,-0.11258075452336941,0.1422637313569431,250,17.54410824915193,Shenda Park,30.595592373894352,63.77964607587826,2.8485744256300207,0.2,42.09,Hot Zone
cell_16.6753_74.2455,16.6753,74.2455,16.6778,74.248,built_up,0.10404195862309418,-0.18138308732332514,0.14421114153738943,165,11.544443684607746,Shenda Park,28.656780690173044,66.23197073302646,4.513354052492905,0.27123018438513957,35.9,Warm Zone
cell_16.6753_74.2480,16.6753,74.248,16.6778,74.2505,water,0.06076083298790464,0.3652247469779773,0.0467827953703408,0,0.0,Shenda Park,27.42964696779542,74.42367206251251,5.121074471295407,0.7751876970440478,25.21,Cool Zone
cell_16.6753_74.2505,16.6753,74.2505,16.6778,74.253,water,0.058169772764138,0.46502735379290766,0.0680360636550493,0,0.0,Shenda Park,27.3345639465473,73.15392826003873,5.439486714377758,0.7904921806144942,24.26,Cool Zone
cell_16.6753_74.2530,16.6753,74.253,16.6778,74.2555,water,0.054493190410083096,0.41775945527595143,0.059467002900308076,0,0.0,Shenda Park,27.90703757755286,77.20766096111842,5.136388632218031,0.785608795519194,24.93,Cool Zone
cell_16.6753_74.2555,16.6753,74.2555,16.6778,74.258,water,0.024368561615914427,0.5459648654909476,0.07524990553812481,0,0.0,Shenda Park,27.21302824396438,74.45015215939992,5.8981342063927595,0.8434111603706889,23.57,Cool Zone
cell_16.6753_74.2580,16.6753,74.258,16.6778,74.2605,vegetation,0.55,0.05,0.2,0,0.0,Shenda Park,27.15169715886743,71.56989311753057,5.691750822572197,0.928219272863995,19.08,Cool Zone
cell_16.6753_74.2605,16.6753,74.2605,16.6778,74.263,road,0.20978535978433588,-0.14302442327768772,0.11742463238716501,30,10.901697275115147,Shenda Park,26.955044993338376,76.98937577482296,5.350366651836312,0.7752466863716725,26.27,Cool Zone
cell_16.6753_74.2630,16.6753,74.263,16.6778,74.2655,road,0.15255760750382483,-0.10184644176196465,0.13426791353586331,30,6.768538231865922,Shenda Park,27.450469775112104,76.5791842367278,5.657162367996326,0.7316320232363203,26.22,Cool Zone
cell_16.6753_74.2655,16.6753,74.2655,16.6778,74.268,road,0.2750313755581994,-0.10344864222090963,0.11725410165549324,30,11.102968121050996,Rajarampuri,27.58292912176486,77.56762092598915,6.1694057012750125,0.7311488775554816,25.01,Cool Zone
cell_16.6753_74.2680,16.6753,74.268,16.6778,74.2705,built_up,0.12315213904499157,-0.17395752599126152,0.12647977485762826,180,7.072448539380975,Rajarampuri,29.896751238275897,67.3976909759805,3.826986091147967,0.251753584270497,36.36,Warm Zone
cell_16.6753_74.2705,16.6753,74.2705,16.6778,74.273,built_up,0.15199181957844132,-0.11257312474368311,0.1405797235049843,250,11.227325931389549,Shahu Market Yard,30.181906073128843,64.82093939455768,3.4408041904663333,0.2,40.61,Hot Zone
cell_16.6753_74.2730,16.6753,74.273,16.6778,74.2755,built_up,0.13163221668145053,-0.0613272905663137,0.13139618425867494,250,8.176844458061518,Shahu Market Yard,30.828726482020443,65.56055663013362,3.0876845790086187,0.2,39.34,Warm Zone
cell_16.6753_74.2755,16.6753,74.2755,16.6778,74.278,built_up,0.10020716198944475,-0.13818288509640303,0.16997307393653788,250,14.348306790515455,Shahu Market Yard,31.234772702667037,65.91241291693787,2.973901747642387,0.2,41.32,Hot Zone
cell_16.6753_74.2780,16.6753,74.278,16.6778,74.2805,built_up,0.1051667631839115,-0.0636067192156397,0.11663803050695946,240,8.295694634341867,Shahu Market Yard,30.719323550357352,68.30799963225284,3.246794250787917,0.2,40.21,Hot Zone
cell_16.6753_74.2805,16.6753,74.2805,16.6778,74.283,built_up,0.10716264778978073,-0.13168453230507945,0.16395057266301497,60,11.085441696306983,Shahu Market Yard,27.680405804292285,71.21859121474296,4.637674090851925,0.6390167493163551,29.79,Cool Zone
cell_16.6753_74.2830,16.6753,74.283,16.6778,74.2855,road,0.12962702032642923,-0.06390729290389699,0.14290683699095968,30,7.624518424047022,Shahu Market Yard,26.770536765407616,72.37937879471976,4.774474680155771,0.7402285369569818,26.88,Cool Zone
cell_16.6753_74.2855,16.6753,74.2855,16.6778,74.288,bare,0.10338940946044145,-0.060374308062543035,0.243222879313653,0,0.0,Shahu Market Yard,26.345633434998618,75.17057152719522,5.116468072355304,0.787119446167093,24.44,Cool Zone
cell_16.6753_74.2880,16.6753,74.288,16.6778,74.2905,water,0.077221559254781,0.5564168338869884,0.060471400264216255,0,0.0,Shahu Market Yard,26.681265301770708,78.3126912697895,5.7800292128843775,0.8467510905797736,22.0,Cool Zone
cell_16.6778_74.1905,16.6778,74.1905,16.6803,74.193,built_up,0.13179658475794978,-0.08313761006174651,0.15183855430692314,240,14.879159215990256,Mangalwar Peth,30.62611994372329,69.17243194461881,3.212662444109929,0.2,41.99,Hot Zone
cell_16.6778_74.1930,16.6778,74.193,16.6803,74.1955,built_up,0.14216253319900443,-0.18923525691094456,0.1464005407996971,250,11.074821243066774,Mangalwar Peth,29.99612509481404,66.77940524807728,3.1570437511989007,0.2,41.64,Hot Zone
cell_16.6778_74.1955,16.6778,74.1955,16.6803,74.198,built_up,0.1384394938588424,-0.22186409052345196,0.12786145777575245,250,9.610289581690195,Mangalwar Peth,30.978158771548202,65.82978695730434,3.1864175331471647,0.2,41.32,Hot Zone
cell_16.6778_74.1980,16.6778,74.198,16.6803,74.2005,built_up,0.12192403525580703,-0.19015629527025169,0.13775676204893858,250,6.143273204812178,Mangalwar Peth,30.39185701773615,66.64274459029978,2.9356828364655687,0.2,40.81,Hot Zone
cell_16.6778_74.2005,16.6778,74.2005,16.6803,74.203,built_up,0.10741072289878244,-0.14474473562247347,0.16883010637518986,250,10.869194513952115,Mangalwar Peth,31.485853075550875,65.13112610116572,2.645401159426154,0.2,42.89,Hot Zone
cell_16.6778_74.2030,16.6778,74.203,16.6803,74.2055,built_up,0.13885912279475768,-0.1641220960944565,0.19016074873278965,250,4.142311906722307,Mangalwar Peth,31.047142920750236,64.28802947180237,3.143265740123803,0.2,40.87,Hot Zone
cell_16.6778_74.2055,16.6778,74.2055,16.6803,74.208,built_up,0.11301609732530445,-0.1290455673268311,0.15997723651733073,250,14.603926584160764,Mangalwar Peth,30.3677445619315,66.72681211670799,3.52852267784686,0.2,39.74,Warm Zone
cell_16.6778_74.2080,16.6778,74.208,16.6803,74.2105,built_up,0.1431739664499531,-0.12407143119087051,0.1495077333769512,250,8.285182333407233,Mangalwar Peth,31.08942199598765,62.538735409320935,3.3510016225550974,0.2,40.37,Hot Zone
cell_16.6778_74.2105,16.6778,74.2105,16.6803,74.213,built_up,0.09793858291446801,-0.1283480693061042,0.14264167732088565,250,8.062044110453854,Mangalwar Peth,31.879706906498974,65.38208613998147,3.2722418318779947,0.2,41.82,Hot Zone
cell_16.6778_74.2130,16.6778,74.213,16.6803,74.2155,built_up,0.1357696891146453,-0.23808193163031652,0.13260702228837198,250,12.777191781218361,Mangalwar Peth,29.840234567371567,69.49901697683914,2.5352806679504076,0.2,41.62,Hot Zone
cell_16.6778_74.2155,16.6778,74.2155,16.6803,74.218,built_up,0.10549234733771713,-0.17313370666708072,0.14281759676473288,250,10.621969392057142,Mangalwar Peth,30.640120567952085,65.96797582335276,3.3608995891058284,0.2,41.95,Hot Zone
cell_16.6778_74.2180,16.6778,74.218,16.6803,74.2205,built_up,0.12443230397482336,-0.17021965376592146,0.1508877838192046,250,11.739922578520773,Mangalwar Peth,30.54347000125464,67.67738837782873,3.2912226454633995,0.2,42.13,Hot Zone
cell_16.6778_74.2205,16.6778,74.2205,16.6803,74.223,water,0.014120563585192807,0.4422538390250496,0.056150409926785695,0,0.0,Mangalwar Peth,26.839755729149285,79.04106586362018,5.5718097133567905,0.8395234689209051,24.2,Cool Zone
cell_16.6778_74.2230,16.6778,74.223,16.6803,74.2255,water,0.0445843593605506,0.4621702203053286,0.06745754653634028,0,0.0,Mangalwar Peth,26.486571566561878,79.55900495620895,5.208327954481663,0.7885591070089092,22.9,Cool Zone
cell_16.6778_74.2255,16.6778,74.2255,16.6803,74.228,built_up,0.1420072861246725,-0.09829155567635219,0.1460198492641796,250,12.058822042067717,Mangalwar Peth,30.925909995181343,64.03713432964449,3.23659333516316,0.2,40.71,Hot Zone
cell_16.6778_74.2280,16.6778,74.228,16.6803,74.2305,water,0.06308007428466461,0.35868332325533164,0.060781878765019386,0,0.0,Mangalwar Peth,26.78704808065646,76.82832599626299,5.706923411775959,0.900010671844449,22.79,Cool Zone
cell_16.6778_74.2305,16.6778,74.2305,16.6803,74.233,water,0.08171959224331235,0.49128345929328576,0.069716117521777,0,0.0,Mangalwar Peth,26.953409516730016,73.02996914404524,4.996730375334943,0.8245729968944352,23.08,Cool Zone
cell_16.6778_74.2330,16.6778,74.233,16.6803,74.2355,built_up,0.13069467093214385,-0.12767141690185868,0.16675682294013638,250,16.77160953150421,Shenda Park,30.508334433314033,66.14591794353103,3.216500986639465,0.2,41.87,Hot Zone
cell_16.6778_74.2355,16.6778,74.2355,16.6803,74.238,built_up,0.12173915035878963,-0.159312024634519,0.14747402619326988,250,3.71391270711435,Shenda Park,31.0671527185768,66.05600697947874,3.2584503694148155,0.2,40.27,Hot Zone
cell_16.6778_74.2380,16.6778,74.238,16.6803,74.2405,built_up,0.11678038306009546,-0.18003490475072426,0.16841367320967557,250,11.101104482648509,Shenda Park,30.017578894939174,69.25482106136033,2.956981024428801,0.2,42.66,Hot Zone
cell_16.6778_74.2405,16.6778,74.2405,16.6803,74.243,built_up,0.11040870985665967,-0.1526908155301956,0.11653588114701172,250,12.037677270693818,Shenda Park,30.06222803186565,67.13882000433406,3.182939155217008,0.2,41.55,Hot Zone
cell_16.6778_74.2430,16.6778,74.243,16.6803,74.2455,built_up,0.12258558465563754,-0.23196600636743087,0.15373297130293934,250,13.5862598109166,Shenda Park,31.081609269142803,65.55309414939403,3.592427159473762,0.2,41.42,Hot Zone
cell_16.6778_74.2455,16.6778,74.2455,16.6803,74.248,built_up,0.09058852697981548,-0.13961125220428094,0.15002848939401625,250,13.262469995075687,Shenda Park,30.817120706591922,67.00082845532258,2.8507678635443505,0.2,41.61,Hot Zone
cell_16.6778_74.2480,16.6778,74.248,16.6803,74.2505,water,0.10453729655799632,0.47352912394542024,0.05910813696493935,0,0.0,Shenda Park,28.17124693041326,76.89419119343066,5.510825886935135,0.8864726076403194,23.62,Cool Zone
cell_16.6778_74.2505,16.6778,74.2505,16.6803,74.253,water,0.05632263602208143,0.45954513315425133,0.05520550758696031,0,0.0,Shenda Park,27.112007161409252,74.73696404519957,4.966945293791684,0.7915030293601392,23.17,Cool Zone
cell_16.6778_74.2530,16.6778,74.253,16.6803,74.2555,vegetation,0.55,0.05,0.2,0,0.0,Shenda Park,26.869164345975065,75.93707368078714,5.640739387893794,0.8218777307901238,17.71,Cool Zone
cell_16.6778_74.2555,16.6778,74.2555,16.6803,74.258,vegetation,0.55,0.05,0.2,0,0.0,Rajarampuri,26.522394396778125,76.9892999531741,5.738691309271395,0.925339773290568,17.95,Cool Zone
cell_16.6778_74.2580,16.6778,74.258,16.6803,74.2605,vegetation,0.55,0.05,0.2,0,0.0,Rajarampuri,27.78031027708531,76.73641695320399,5.783426743356752,0.805653631165288,18.25,Cool Zone
cell_16.6778_74.2605,16.6778,74.2605,16.6803,74.263,vegetation,0.55,0.05,0.2,0,0.0,Rajarampuri,27.27276234937959,79.31795520928686,5.452844139609919,0.888463734262251,18.88,Cool Zone
cell_16.6778_74.2630,16.6778,74.263,16.6803,74.2655,water,0.05527745241486948,0.38833721485029976,0.04640373659728637,0,0.0,Rajarampuri,26.38624853828829,75.645851905752,5.605783828502811,0.9355536079764268,23.72,Cool Zone
cell_16.6778_74.2655,16.6778,74.2655,16.6803,74.268,water,0.05693797887056731,0.40026135806194924,0.04145345090564644,0,0.0,Rajarampuri,26.612980717122685,74.8330601506902,5.408159340911588,0.7673413613872818,24.05,Cool Zone
cell_16.6778_74.2680,16.6778,74.268,16.6803,74.2705,built_up,0.08419758124868754,-0.14890677640403263,0.1677668589329766,120,5.57586143654972,Shahu Market Yard,29.48473504196616,73.25508030333026,4.236327248195532,0.42019657926671944,34.83,Mild Zone
cell_16.6778_74.2705,16.6778,74.2705,16.6803,74.273,built_up,0.09138656294391295,-0.15445705116639719,0.16255527927581423,250,10.125049773608005,Shahu Market Yard,29.855926195555092,64.47003098430378,3.510484719055223,0.2,41.16,Hot Zone
cell_16.6778_74.2730,16.6778,74.273,16.6803,74.2755,built_up,0.13480744397595734,-0.17829515469595075,0.1358537335504017,250,13.431112096981114,Shahu Market Yard,30.845026856338592,64.06283578177027,2.609581032291384,0.2,43.29,Hot Zone
cell_16.6778_74.2755,16.6778,74.2755,16.6803,74.278,built_up,0.11839595142229528,-0.1422353575022195,0.14034482014757052,250,10.691961814043193,Shahu Market Yard,31.36867074038368,66.64909851801143,2.9738783356481524,0.2,42.11,Hot Zone
cell_16.6778_74.2780,16.6778,74.278,16.6803,74.2805,built_up,0.09665207088113748,-0.1607625242738284,0.1416511597807349,250,14.968950690488246,Shahu Market Yard,31.24699930325908,65.39026845433462,3.6262872426730035,0.2,42.36,Hot Zone
cell_16.6778_74.2805,16.6778,74.2805,16.6803,74.283,built_up,0.12083874423690312,-0.16735181563625887,0.187765481175978,250,18.93553694926561,Shahu Market Yard,30.104182589157254,64.87850434850802,3.1044048470684453,0.2,41.68,Hot Zone
cell_16.6778_74.2830,16.6778,74.283,16.6803,74.2855,built_up,0.11826608607472308,-0.1681272197431057,0.18081111561576274,75,11.256424483726647,Shahu Market Yard,28.49101200415165,71.08763219873924,4.5211977160143,0.6116520314930194,30.46,Mild Zone
cell_16.6778_74.2855,16.6778,74.2855,16.6803,74.288,vegetation,0.55,0.05,0.2,0,0.0,Shahu Market Yard,26.95435316938793,74.95406373614487,4.926636501297793,0.8173269944397723,19.01,Cool Zone
cell_16.6778_74.2880,16.6778,74.288,16.6803,74.2905,water,0.03603255925261702,0.41288794244640387,0.06386326180625793,0,0.0,Shahu Market Yard,26.271098946217062,74.03452640051499,5.3793417548256635,0.7767701055036458,22.84,Cool Zone
cell_16.6803_74.1905,16.6803,74.1905,16.6828,74.193,built_up,0.10069002840655877,-0.13216572374843322,0.1562490570594668,250,14.207450599269821,Mangalwar Peth,30.956055690430645,63.055060074305445,3.0012515995421554,0.2,41.35,Hot Zone
cell_16.6803_74.1930,16.6803,74.193,16.6828,74.1955,built_up,0.1283412759299611,-0.0889739880717588,0.17803139006611518,250,16.54732853600635,Mangalwar Peth,30.260842102595497,64.55626674212998,2.7117681504385165,0.2,41.52,Hot Zone
cell_16.6803_74.1955,16.6803,74.1955,16.6828,74.198,built_up,0.11662377225855271,-0.20794136552452624,0.1535524950907667,180,11.146493466115263,Mangalwar Peth,30.04088298197108,68.42375968655847,3.7589448953597024,0.22033344350342485,38.62,Warm Zone
cell_16.6803_74.1980,16.6803,74.198,16.6828,74.2005,built_up,0.13358836332259158,-0.1304742930731491,0.12523535983551934,60,10.575534600617727,Mangalwar Peth,26.9799793040781,72.41975210948507,4.586112980980015,0.5522098601714747,29.39,Cool Zone
cell_16.6803_74.2005,16.6803,74.2005,16.6828,74.203,built_up,0.11689080932993687,-0.2181620681763915,0.1297802199735749,150,9.015317938751501,Mangalwar Peth,28.971386354059995,68.17387303432852,4.062194657962521,0.32154305907766606,35.27,Warm Zone
cell_16.6803_74.2030,16.6803,74.203,16.6828,74.2055,built_up,0.12391367548841478,-0.15917892843870973,0.17866558530278728,250,11.220929028729643,Mangalwar Peth,30.679190964697746,64.59374796160546,3.587359375732145,0.2,41.36,Hot Zone
cell_16.6803_74.2055,16.6803,74.2055,16.6828,74.208,built_up,0.1396709147875426,-0.1546453686589367,0.15052811327701562,250,14.878329249076247,Mangalwar Peth,30.62949873914949,63.761847743654805,2.862320711240429,0.2,42.3,Hot Zone
cell_16.6803_74.2080,16.6803,74.208,16.6828,74.2105,water,0.05284981830013892,0.4378740119433682,0.07533166059492333,0,0.0,Mangalwar Peth,27.176440474185487,77.62162056357501,5.3149689682693815,0.8600326587135816,23.27,Cool Zone
cell_16.6803_74.2105,16.6803,74.2105,16.6828,74.213,water,0.030702358798947515,0.4302141746846409,0.045241313390730564,0,0.0,Mangalwar Peth,26.433596973878483,75.47058922395091,5.53926353753219,0.8335964084616764,21.72,Cool Zone
cell_16.6803_74.2130,16.6803,74.213,16.6828,74.2155,water,0.04460112039523257,0.46836380648448495,0.0720644990309932,0,0.0,Mangalwar Peth,27.818860228289388,76.7514050453791,5.885243497473729,0.755964084620022,23.24,Cool Zone
cell_16.6803_74.2155,16.6803,74.2155,16.6828,74.218,water,0.03817800838767914,0.43883466654383047,0.056311634230792516,0,0.0,Mangalwar Peth,26.76577310605758,75.24983903046936,5.265767015822758,0.8941983959312204,23.81,Cool Zone
cell_16.6803_74.2180,16.6803,74.218,16.6828,74.2205,water,0.019772963291386635,0.3835720578973156,0.0468842956193103,0,0.0,Mangalwar Peth,26.816590002258444,79.08302196877467,5.99960099172296,0.8493508896341104,25.0,Cool Zone
cell_16.6803_74.2205,16.6803,74.2205,16.6828,74.223,built_up,0.12816056301335826,-0.1449787840208914,0.11033397802423728,240,16.323482631380585,Mangalwar Peth,30.436390838313088,62.76721596114011,2.9764779833245467,0.2,41.13,Hot Zone
cell_16.6803_74.2230,16.6803,74.223,16.6828,74.2255,built_up,0.126472058338227,-0.2137861175920634,0.1540167691767711,250,14.043159078955076,Mangalwar Peth,30.462640822606755,64.8178540184212,3.2526628908687023,0.2,41.38,Hot Zone
cell_16.6803_74.2255,16.6803,74.2255,16.6828,74.228,built_up,0.08902336766109041,-0.01888601372663523,0.14830767671281475,250,15.408297298189202,Mangalwar Peth,30.86797603709649,69.39248918845033,3.337680388688628,0.2,41.49,Hot Zone
cell_16.6803_74.2280,16.6803,74.228,16.6828,74.2305,water,0.08889747189498856,0.4416793096485036,0.045060113008531764,0,0.0,Mangalwar Peth,26.64885123756138,74.20170077417835,5.954677361786503,0.7934415071457325,23.14,Cool Zone
