cell_id,lat,lon,zone_name,hsi_class,ndvi,ndwi,albedo,building_density,building_height,air_temp,humidity,wind_speed,svf,lulc_water,lulc_vegetation,lulc_built_up,lulc_road,lulc_bare,ndvi_x_albedo,bldg_density_x_wind
cell_16.6678_74.2155,16.6678,74.2155,Shenda Park,Mild Zone,0.17421246,0.3588997,0.03891533,-0.6324659,0.5234622,0.8879401,0.09524715,-0.6849439,-0.5863541,0.0002285596,0.024943054,0.0048691235,-8.1603575e-05,1.9047906e-05,0.1364725,0.311957
cell_16.6678_74.2180,16.6678,74.218,Shenda Park,Cool Zone,0.3760056,0.3367038,0.04299114,-7.0066595,0.38995886,0.973612,0.14103581,-0.55530393,-0.66279906,0.0002285596,0.05725558,0.0004402432,-0.011100408,1.5038424e-05,0.26324654,0.45893556
cell_16.6678_74.2205,16.6678,74.2205,Shenda Park,Mild Zone,-0.061179847,0.24635004,0.10428734,-3.440154,0.16224305,1.0256057,0.23347849,-0.6167494,-0.4592014,0.0002285596,0.024943054,0.013182334,6.269394e-05,1.9047906e-05,-0.05825943,0.994927
cell_16.6678_74.2230,16.6678,74.223,Shenda Park,Hot Zone,0.24178895,0.12556918,0.038162086,6.4556446,0.4341882,0.810521,0.19833142,-0.58230865,0.76035005,0.0002285596,0.019946242,0.004862351,-8.980489e-05,1.9047906e-05,0.07728994,0.3268579
cell_16.6678_74.2255,16.6678,74.2255,Shenda Park,Hot Zone,0.17167448,0.121993,-0.20329863,6.3432846,-0.032325074,0.84968835,0.05580988,-0.44565034,0.7336753,8.4800624e-05,0.019612137,0.0033056245,-0.00011382598,1.4691743e-05,-0.11270358,0.2811966
cell_16.6678_74.2280,16.6678,74.228,Shenda Park,Cool Zone,0.63285553,-0.32651427,0.021433838,-7.899968,-0.22280468,0.91267407,0.21472444,-0.72376627,-1.0549362,-5.2961812e-05,0.08879217,-8.581657e-05,-0.00010689178,-0.00012742568,0.5118382,-0.3445151
cell_16.6678_74.2305,16.6678,74.2305,Shenda Park,Cool Zone,0.5506406,-0.17228173,0.098056786,-7.8544617,-0.22028972,0.8586716,0.30752948,-0.48004434,-0.724994,-5.2961812e-05,0.08879217,2.4480862e-05,-0.00010689178,-4.908629e-06,0.52557755,-0.33695778
cell_16.6678_74.2330,16.6678,74.233,Shenda Park,Cool Zone,0.59447247,0.32120743,-0.14669,-7.718132,-0.23591006,0.9212153,0.18129455,-0.58982307,-0.75076777,8.826969e-05,0.08879217,0.00062644924,-0.00010689178,0.00058076426,0.6245127,-0.33252907
cell_16.6678_74.2355,16.6678,74.2355,Shenda Park,Cool Zone,0.55650383,0.4608156,0.03856767,-7.763273,-0.2119081,0.90425813,0.12041815,-0.6035732,-0.85944754,0.0002285596,0.081411,0.00043311308,-0.00012108068,4.8680886e-05,-0.029749185,-0.32338744
cell_16.6678_74.2380,16.6678,74.238,Shenda Park,Cool Zone,-0.13685527,0.51721966,0.048360188,-6.9782357,0.189779,0.79442376,0.14259669,-0.80501384,-0.76869595,0.0002285596,0.057452515,0.013301056,-6.0581766e-05,-9.849168e-05,-0.03845617,0.42337885
cell_16.6678_74.2405,16.6678,74.2405,Shenda Park,Cool Zone,0.17657948,0.45345062,0.05490348,-7.0009947,0.025464898,0.902352,0.15297921,-0.74896985,-0.93435043,0.0002285596,0.048459888,0.013362786,6.0623293e-05,-0.00010100453,0.18823515,0.46472827
cell_16.6678_74.2430,16.6678,74.243,Shenda Park,Hot Zone,0.076287724,0.27529418,0.01296474,4.062375,-0.053849068,0.77624094,0.18716954,-0.46372432,0.81537014,0.0002285596,0.020539068,0.0048398767,6.269394e-05,1.4691743e-05,0.057695236,0.29553714
cell_16.6678_74.2455,16.6678,74.2455,Shenda Park,Hot Zone,-0.15260917,0.20999685,0.084175415,6.3548574,0.42224997,0.6575602,0.19432402,-0.44679824,0.77954715,0.0002285596,0.019612137,0.0035821458,9.223055e-05,1.4691743e-05,0.01708655,0.3069509
cell_16.6678_74.2480,16.6678,74.248,Shenda Park,Hot Zone,0.09173521,0.10671683,0.021153737,6.3824873,0.375007,0.8283988,0.13505648,-0.29337472,0.7260969,8.4800624e-05,0.019612137,0.003260335,0.00012263386,-0.000101703474,0.17499477,0.31935352
cell_16.6678_74.2505,16.6678,74.2505,Shenda Park,Hot Zone,0.11742471,0.37865546,0.00720172,6.334236,0.40665826,0.6379957,0.25718394,-0.4851934,0.7730059,8.4800624e-05,0.020539068,0.003305219,9.223055e-05,1.4691743e-05,-0.28188813,0.2860926
cell_16.6678_74.2530,16.6678,74.253,Shenda Park,Warm Zone,0.09250279,0.26727685,-0.10519022,3.1043885,0.052060306,0.74434966,0.18684387,-0.6602004,0.9606611,0.0002285596,0.020873172,0.0048726737,3.177722e-05,1.9047906e-05,-0.10609086,0.27638695
cell_16.6678_74.2555,16.6678,74.2555,Shenda Park,Mild Zone,0.1030822,0.116843805,0.05594891,-0.5043927,-0.0184799,1.0295962,-0.007318595,-0.59780496,-0.07167072,0.0002285596,0.020195026,0.004894281,6.269394e-05,1.9047906e-05,0.028785724,0.30612174
cell_16.6678_74.2580,16.6678,74.258,Shenda Park,Mild Zone,0.3268843,0.4024556,-0.07840921,-3.4730363,0.59458876,1.2852472,0.25006947,-0.55707705,-0.49294594,0.0002285596,0.024943054,0.013239975,-8.980489e-05,1.9047906e-05,0.1443913,0.9881517
cell_16.6678_74.2605,16.6678,74.2605,Shenda Park,Warm Zone,-0.14606121,0.35351244,0.097783715,3.0746894,0.022474393,0.6200286,0.17409094,-0.47022182,0.91607356,0.0002285596,0.020539068,0.0034927877,6.269394e-05,1.4691743e-05,0.05804899,0.26938295
cell_16.6678_74.2630,16.6678,74.263,Shenda Park,Hot Zone,0.10951461,0.45888534,0.05214236,6.3947253,0.44015285,0.80550784,0.21691613,-0.5568474,0.8115772,0.0002285596,0.020539068,0.004864629,4.769335e-05,1.4691743e-05,0.009687947,0.32820064
cell_16.6678_74.2655,16.6678,74.2655,Shenda Park,Hot Zone,0.087710015,0.28390813,0.01707274,6.37956,0.28744814,0.77834266,0.23753695,-0.41784415,0.75544757,8.4800624e-05,0.020539068,0.003305219,2.6992857e-05,1.4691743e-05,-0.02876659,0.28145075
cell_16.6678_74.2680,16.6678,74.268,Shenda Park,Hot Zone,0.096298955,0.2394884,0.07275776,6.411117,0.06455228,0.8276365,0.118742526,-0.53167886,0.768213,8.4800624e-05,0.019612137,0.0032843733,7.653225e-05,1.4691743e-05,-0.009501076,0.31069222
cell_16.6678_74.2705,16.6678,74.2705,Shenda Park,Hot Zone,0.16510475,0.104662895,0.046174254,6.437686,-0.058317125,0.8767028,0.030167593,-0.50525194,0.74905145,0.0002285596,0.019612137,0.0048405905,-0.00010318942,1.4691743e-05,0.114083976,0.29778627
cell_16.6678_74.2730,16.6678,74.273,Shenda Park,Hot Zone,0.1463938,0.10019697,-0.13767044,6.353766,0.3907089,0.7860306,0.20190775,-0.51470065,0.7971681,8.4800624e-05,0.019612137,0.0033056245,6.1313825e-05,1.4691743e-05,-0.15997314,0.30195928
cell_16.6678_74.2755,16.6678,74.2755,Shenda Park,Hot Zone,0.12990019,-0.09492774,0.0064891926,5.773033,-0.11039436,0.8886407,0.15545455,-0.39782077,0.7754136,8.4800624e-05,0.018056752,0.0032847787,-0.000107838394,1.4691743e-05,0.07438053,0.3399745
cell_16.6678_74.2780,16.6678,74.278,Shahu Market Yard,Mild Zone,0.18797861,0.6501222,-0.008137409,-2.335939,0.30796707,0.761447,0.1755256,-0.5598707,-0.005927138,0.0002285596,0.021121956,0.008921828,6.9963615e-05,1.9047906e-05,0.18628733,0.9702463
cell_16.6678_74.2805,16.6678,74.2805,Shahu Market Yard,Cool Zone,0.3123411,0.3276971,0.05162292,-7.017567,0.28941593,0.932746,0.17074507,-0.5338172,-0.6933743,0.0002285596,0.05725558,0.00041833267,-0.010774219,1.5038424e-05,0.22161832,0.4269135
cell_16.6678_74.2830,16.6678,74.283,Shahu Market Yard,Cool Zone,-2.2144456,-0.20788872,-0.059618603,-8.985921,-0.21497802,0.9031596,-0.05246146,-0.8346687,-0.9794667,0.0002285596,-0.4149968,-0.00043871382,-0.00053118385,-9.849168e-05,-0.7716879,-0.46759844
cell_16.6678_74.2855,16.6678,74.2855,Shahu Market Yard,Cool Zone,0.1085833,0.010818954,0.08387299,-6.971252,0.25515437,0.7702046,0.07812098,-0.5914287,-0.6631679,0.0002285596,0.05725558,0.00038953772,-0.0029451381,1.5038424e-05,-0.07149385,0.46126872
cell_16.6678_74.2880,16.6678,74.288,Shahu Market Yard,Cool Zone,-2.2093906,-0.18644369,-0.07053943,-8.9850025,-0.21457855,0.88603675,-0.04596866,-0.802476,-0.85370135,0.0002285596,-0.4149968,-0.00028712332,-0.00053118385,-9.849168e-05,-0.7587917,-0.4676617
cell_16.6703_74.1905,16.6703,74.1905,Mangalwar Peth,Hot Zone,0.12989946,0.26487666,0.013555047,6.481845,0.26128018,0.8729215,0.20957662,-0.48574737,0.78200537,0.0002285596,0.019612137,0.004865034,-8.1603575e-05,1.4691743e-05,0.14617689,0.32287297
cell_16.6703_74.1930,16.6703,74.193,Mangalwar Peth,Hot Zone,0.1280188,0.4371463,-0.11839049,6.3885975,-0.10343757,0.8362954,0.13458453,-0.55927503,0.7828281,0.0002285596,0.020539068,0.004877774,-0.00011382598,1.4691743e-05,-0.09498894,0.2726179
cell_16.6703_74.1955,16.6703,74.1955,Mangalwar Peth,Hot Zone,-0.117653,0.41249874,-0.17259406,6.2709966,0.07747442,0.51288736,0.12582718,-0.45936394,0.77240825,8.4800624e-05,0.020539068,0.00011349603,0.00011736028,1.4691743e-05,-0.19462974,0.26376224
cell_16.6703_74.1980,16.6703,74.198,Mangalwar Peth,Hot Zone,0.18891557,0.10351391,0.023620732,6.396911,0.31085238,0.822386,0.15568875,-0.4084937,0.75169265,8.4800624e-05,0.019612137,0.003260335,-2.6937243e-05,1.4691743e-05,0.22764488,0.31357756
cell_16.6703_74.2005,16.6703,74.2005,Mangalwar Peth,Hot Zone,0.20837289,0.34291887,0.016932225,6.442591,0.4681316,0.82566315,0.2142812,-0.46903843,0.7903836,8.4800624e-05,0.019612137,0.0032843733,-8.980489e-05,1.4691743e-05,0.2387353,0.31663984
cell_16.6703_74.2030,16.6703,74.203,Mangalwar Peth,Hot Zone,0.072352625,0.20734134,0.0127337435,6.4261527,-0.21206035,0.9204279,0.061356965,-0.4127663,0.77644426,0.0002285596,0.018253682,0.0048405905,3.122099e-05,1.4691743e-05,0.21162273,0.310329
cell_16.6703_74.2055,16.6703,74.2055,Mangalwar Peth,Hot Zone,0.10323884,0.44992185,0.060097054,6.4001226,0.11128589,0.7423099,0.1787222,-0.39156044,0.7591877,8.4800624e-05,0.020539068,0.003259621,0.000104980194,-0.000101703474,0.18123595,0.28726342
cell_16.6703_74.2080,16.6703,74.208,Mangalwar Peth,Hot Zone,0.06436565,0.33022922,0.036891613,6.412282,-0.0022849105,0.80029804,0.13865855,-0.40599895,0.7927068,0.0002285596,0.019612137,0.0035316753,3.122099e-05,1.4691743e-05,0.16121976,0.31727782
cell_16.6703_74.2105,16.6703,74.2105,Mangalwar Peth,Hot Zone,0.20667817,0.09876794,0.011843182,6.3969107,-0.111911125,0.8168074,0.049609933,-0.50668895,0.75328183,8.4800624e-05,0.019612137,0.0032847787,-0.00010318942,1.4691743e-05,0.071780674,0.30951905
cell_16.6703_74.2130,16.6703,74.213,Mangalwar Peth,Hot Zone,0.17203243,0.17209859,0.02356811,6.411656,0.03693195,0.9754745,0.05811507,-0.4372012,0.7659836,8.4800624e-05,0.019612137,0.0032847787,-9.498811e-05,1.4691743e-05,0.22067843,0.285217
cell_16.6703_74.2155,16.6703,74.2155,Shenda Park,Hot Zone,0.1349187,0.23756044,-0.023480777,3.9786098,0.11797888,0.85268456,0.13739982,-0.39710975,0.78842914,8.4800624e-05,0.019612137,0.0032847787,-4.852308e-05,-0.000101703474,0.17742555,0.29652965
cell_16.6703_74.2180,16.6703,74.218,Shenda Park,Hot Zone,0.15997203,0.09122896,-0.0109027615,6.376592,0.22938155,0.84867275,0.12115178,-0.4714763,0.73887867,8.4800624e-05,0.021210885,0.003260335,-8.980489e-05,1.4691743e-05,0.31280848,0.3141734
cell_16.6703_74.2205,16.6703,74.2205,Shenda Park,Hot Zone,-0.15229116,0.5376685,0.05965022,6.35216,0.14986284,0.6944064,0.12772141,-0.54313046,0.77505606,0.0002285596,0.021081977,0.0048616948,7.653225e-05,1.9047906e-05,0.006597845,0.2939912
cell_16.6703_74.2230,16.6703,74.223,Shenda Park,Hot Zone,-0.12873273,0.06599518,-0.07277212,6.318154,0.16725448,0.7178444,0.118851714,-0.41425008,0.78492445,0.0002285596,0.019612137,0.0049402565,7.653225e-05,1.4691743e-05,-0.17454785,0.30473578
cell_16.6703_74.2255,16.6703,74.2255,Shenda Park,Hot Zone,-0.111016534,0.12528586,0.024942942,6.3663683,-0.1766879,0.83056486,0.025309453,-0.3657167,0.78084743,0.0002285596,0.018253682,0.0034935016,6.269394e-05,1.4691743e-05,-0.01716372,0.31814978
cell_16.6703_74.2280,16.6703,74.228,Shenda Park,Cool Zone,0.6019505,-0.25375885,0.09755264,-7.9548078,-0.23474559,0.85394156,0.2498911,-0.57775056,-0.76473594,-5.2961812e-05,0.081301115,2.4480862e-05,-0.00010689178,1.5038424e-05,0.18379916,-0.3488409
cell_16.6703_74.2305,16.6703,74.2305,Shenda Park,Cool Zone,0.45744383,-0.5926426,0.09892754,-7.9664702,-0.22555049,0.8369685,0.20849845,-0.51765424,-0.77235985,-5.2961812e-05,0.08879217,6.272564e-05,-0.00010689178,-1.8804438e-05,0.46384543,-0.37012327
cell_16.6703_74.2330,16.6703,74.233,Shenda Park,Cool Zone,0.3848223,0.41351822,-0.00021418522,-7.8309603,-0.1876521,0.94467294,0.117604375,-0.68442905,-0.8965212,0.0002285596,0.081411,0.0046509644,-0.00011287937,4.8680886e-05,-0.134514,-0.30256632
cell_16.6703_74.2355,16.6703,74.2355,Shenda Park,Cool Zone,0.6225616,0.073727034,-0.11944594,-7.658906,-0.24599199,0.91994345,0.10076845,-0.57417053,-0.78729767,8.826969e-05,0.08879217,0.00013956023,-0.00010689178,0.00058076426,0.602226,-0.33255863
cell_16.6703_74.2380,16.6703,74.238,Shenda Park,Cool Zone,-0.16585213,-0.0693589,0.051071376,-7.0127373,0.21088994,0.76872754,0.0073290984,-0.63049227,-0.66609925,0.0002285596,0.05725558,0.0032868697,-0.0029451381,1.5038424e-05,-0.18884979,0.36632895
cell_16.6703_74.2405,16.6703,74.2405,Shenda Park,Warm Zone,0.22479406,0.19589911,0.046249393,2.1453605,0.081994265,0.9241059,0.10344181,-0.84568655,0.6165903,0.0002285596,0.020195026,0.004894281,-9.498811e-05,1.9047906e-05,0.17964795,0.28550163
cell_16.6703_74.2430,16.6703,74.243,Shenda Park,Hot Zone,0.046029016,0.2935156,-0.1159056,6.372104,0.3600656,0.8226798,0.21459621,-0.554653,0.77147615,8.4800624e-05,0.019612137,0.0033056245,-0.00010387384,1.4691743e-05,-0.011578653,0.29832062
cell_16.6703_74.2455,16.6703,74.2455,Shenda Park,Hot Zone,0.12086326,0.31977862,-0.029966349,6.3725953,-0.30000576,0.7653662,0.1387413,-0.45866278,0.76966095,8.4800624e-05,0.018253682,0.003305219,8.644356e-05,1.4691743e-05,0.019492297,0.30722484
cell_16.6703_74.2480,16.6703,74.248,Shenda Park,Hot Zone,0.17340396,0.44061193,-0.16213603,6.3746367,0.16627763,0.7624731,0.21296842,-0.50970006,0.7704675,8.4800624e-05,0.020539068,0.0034178817,7.653225e-05,1.4691743e-05,-0.17045426,0.2683986
cell_16.6703_74.2505,16.6703,74.2505,Shenda Park,Mild Zone,-0.012205069,0.48235717,0.041750632,-2.275398,0.51196796,0.79926145,0.17487489,-0.6924716,-0.057329193,0.0002285596,0.021121956,0.0090027405,9.223055e-05,1.9047906e-05,-0.035807326,0.9599983
cell_16.6703_74.2530,16.6703,74.253,Shenda Park,Cool Zone,0.31283408,0.5413667,-0.03308676,-6.9735694,0.2930006,0.95530707,0.060811594,-0.6087184,-0.8487054,0.0002285596,0.057452515,0.00044364258,-0.0100311935,1.5038424e-05,0.21591574,0.42627963
cell_16.6703_74.2555,16.6703,74.2555,Shenda Park,Cool Zone,-2.1687932,-0.19894463,-0.06309649,-8.994917,-0.21571125,0.876177,-0.049184218,-0.87613946,-1.0976993,0.0002285596,-0.4149968,-0.00043871382,-0.00053118385,0.0041047954,-0.75002813,-0.47919554
cell_16.6703_74.2580,16.6703,74.258,Shenda Park,Cool Zone,-0.7230679,-0.12161063,-0.110706165,-5.3929844,0.18770513,0.94671625,0.34424177,-0.70065504,-0.7618284,0.0002285596,0.024746122,0.013206777,-0.00053876615,1.5038424e-05,-0.7785558,0.83157134
cell_16.6703_74.2605,16.6703,74.2605,Shenda Park,Warm Zone,0.10841532,0.5401984,-0.23235084,1.214981,0.020362914,0.7385135,0.10858663,-0.83049494,0.052151103,0.0002285596,0.021121956,0.0049046036,2.1681073e-05,1.9047906e-05,-0.04506429,0.24212033
cell_16.6703_74.2630,16.6703,74.263,Shenda Park,Hot Zone,-0.16879812,0.19952941,0.033531737,6.3263083,-0.11874545,0.56626785,0.1589424,-0.36274466,0.7737092,8.4800624e-05,0.019612137,0.0033931294,0.00011736028,1.4691743e-05,0.00021452442,0.29821584
cell_16.6703_74.2655,16.6703,74.2655,Shenda Park,Hot Zone,-0.1547444,0.2864616,-0.001355661,6.3871074,0.2602617,0.6924725,0.16753821,-0.44906527,0.7818048,0.0002285596,0.019612137,0.00478054,3.1691197e-05,1.4691743e-05,0.069033995,0.31354132
cell_16.6703_74.2680,16.6703,74.268,Shenda Park,Hot Zone,0.14178425,0.30765274,0.04475649,6.407562,0.029856188,0.82927245,0.14993832,-0.5178896,0.782223,8.4800624e-05,0.019612137,0.0032843733,-0.00010318942,1.4691743e-05,0.18633793,0.2859151
cell_16.6703_74.2705,16.6703,74.2705,Shenda Park,Hot Zone,-0.070313886,0.43838808,0.046574306,5.8063755,0.20530544,0.6240452,0.18947789,-0.34429476,0.74711084,8.4800624e-05,0.020539068,0.0033037714,0.00013119858,-0.000101703474,0.11509159,0.2913788
cell_16.6703_74.2730,16.6703,74.273,Shenda Park,Hot Zone,-0.10709184,0.14607136,0.079315566,6.382704,0.03074212,0.7680619,0.10508435,-0.42533904,0.7799122,0.0002285596,0.019612137,0.0048508984,7.653225e-05,1.4691743e-05,-0.1661406,0.3046027
cell_16.6703_74.2755,16.6703,74.2755,Shahu Market Yard,Hot Zone,-0.349848,-0.032863848,-0.11858508,6.077568,-0.015117728,0.73516285,0.02623698,-0.35501355,0.7127971,8.4800624e-05,0.019612137,0.00011390122,-0.00053876615,1.4691743e-05,-0.40049076,0.2760251
cell_16.6703_74.2780,16.6703,74.278,Shahu Market Yard,Hot Zone,0.1379063,0.2295901,0.06592392,6.397478,-0.11487704,0.84281176,0.10748019,-0.44436538,0.7791303,8.4800624e-05,0.019612137,0.0032847787,7.653225e-05,1.4691743e-05,0.0012260007,0.29937404
cell_16.6703_74.2805,16.6703,74.2805,Shahu Market Yard,Mild Zone,0.12334851,0.1179831,-0.12640361,-2.3659256,0.17921372,1.0806127,0.07506381,-0.65495986,0.18470542,0.0002285596,0.020195026,0.008957715,4.5615525e-05,1.9047906e-05,-0.06023492,0.96330374
cell_16.6703_74.2830,16.6703,74.283,Shahu Market Yard,Mild Zone,0.17636585,0.43890196,-0.20557961,-3.2048142,0.71044916,0.94606954,0.16976868,-0.6206383,-0.5600989,0.0002285596,0.024943054,0.013250299,4.769335e-05,1.9047906e-05,-0.24007893,0.9855669
cell_16.6703_74.2855,16.6703,74.2855,Shahu Market Yard,Cool Zone,-0.2985213,0.14601098,0.053730804,-5.3637433,0.044992775,0.89526033,0.49065134,-0.65473783,-0.92645353,0.0002285596,0.023387667,0.011714959,-0.0028458578,1.5038424e-05,-0.13105416,0.5726796
cell_16.6703_74.2880,16.6703,74.288,Shahu Market Yard,Cool Zone,0.6454307,0.7137758,-0.08737101,-7.6664696,-0.23872891,0.8985884,0.18476805,-0.59625953,-0.7474478,8.826969e-05,0.091521874,0.0004748588,-0.00010689178,0.00058076426,0.62290007,-0.3239561
cell_16.6728_74.1905,16.6728,74.1905,Mangalwar Peth,Warm Zone,0.097187944,-0.35705042,-0.036480565,3.9394612,0.27276686,0.8681672,0.052858125,-0.54475325,0.82883644,0.0002285596,0.019998094,0.004967848,6.9963615e-05,1.9047906e-05,0.18322954,0.3205281
cell_16.6728_74.1930,16.6728,74.193,Mangalwar Peth,Hot Zone,0.23570845,0.13402747,0.0545737,6.441622,-0.09430335,0.8029655,0.027306076,-0.47320434,0.7723877,0.0002285596,0.020195026,0.0048698373,-9.498811e-05,1.9047906e-05,0.13714004,0.29996932
cell_16.6728_74.1955,16.6728,74.1955,Mangalwar Peth,Hot Zone,0.20482272,0.33744606,-0.11755121,6.4004836,0.43623596,0.79259306,0.20427428,-0.44989544,0.7558985,8.4800624e-05,0.019612137,0.0032843733,-5.7408823e-05,-0.000101703474,0.1744758,0.31734642
cell_16.6728_74.1980,16.6728,74.198,Mangalwar Peth,Hot Zone,0.065916464,0.02095572,0.04277031,6.3262954,0.32378817,0.96961683,0.11633126,-0.3784994,0.7685787,0.0002285596,0.019612137,0.0035320807,-2.0491017e-05,1.4691743e-05,-0.0055909497,0.32438397
cell_16.6728_74.2005,16.6728,74.2005,Mangalwar Peth,Hot Zone,0.20455846,0.13689356,0.08289798,6.4231687,0.36272037,0.9085423,0.17798701,-0.4500948,0.7578048,0.0002285596,0.019612137,0.0035320807,-8.980489e-05,1.4691743e-05,0.24232459,0.32195643
cell_16.6728_74.2030,16.6728,74.203,Mangalwar Peth,Hot Zone,0.2377834,0.117245704,-0.019918036,6.419446,-0.12288978,1.049972,0.09437702,-0.47038987,0.76949555,8.4800624e-05,0.018253682,0.003260335,-9.963708e-05,1.4691743e-05,0.20228375,0.32315192
cell_16.6728_74.2055,16.6728,74.2055,Mangalwar Peth,Hot Zone,-0.16958557,0.049026847,-0.10097386,6.32245,-0.12567127,0.79229754,0.031643696,-0.45276263,0.7829347,8.4800624e-05,0.019612137,0.003418287,6.269394e-05,1.4691743e-05,-0.16843954,0.2969166
cell_16.6728_74.2080,16.6728,74.208,Mangalwar Peth,Hot Zone,-0.095161304,0.3990158,0.122822404,6.3314114,0.18626234,0.63026816,0.16080715,-0.46654168,0.7677082,8.4800624e-05,0.020539068,0.00358506,7.653225e-05,1.4691743e-05,-0.13779007,0.28674656
cell_16.6728_74.2105,16.6728,74.2105,Mangalwar Peth,Hot Zone,-0.10952422,0.49569625,0.060339335,6.3354454,0.11872744,0.5812917,0.14130567,-0.4309473,0.77083784,8.4800624e-05,0.020539068,0.00011349603,-6.329156e-05,1.4691743e-05,-0.20434354,0.29088277
cell_16.6728_74.2130,16.6728,74.213,Mangalwar Peth,Hot Zone,0.15496208,0.41001746,0.0078000897,6.443876,-0.087520614,0.8130634,0.14103307,-0.5081147,0.8332747,0.0002285596,0.020195026,0.0048938757,3.177722e-05,1.9047906e-05,-0.047878876,0.30564362
cell_16.6728_74.2155,16.6728,74.2155,Mangalwar Peth,Warm Zone,0.110684305,0.23950696,0.036298934,2.070842,0.011140071,0.8522457,0.0780026,-0.83398134,0.59554106,0.0002285596,0.020195026,0.0048691235,4.5615525e-05,1.9047906e-05,0.11444013,0.27720714
cell_16.6728_74.2180,16.6728,74.218,Mangalwar Peth,Hot Zone,-0.13474536,0.024707947,-0.01720449,6.2608566,0.3617803,0.7439157,0.10919729,-0.37752226,0.76561457,8.4800624e-05,0.019612137,0.0033079432,9.223055e-05,1.4691743e-05,-0.024881495,0.3223629
cell_16.6728_74.2205,16.6728,74.2205,Shenda Park,Hot Zone,0.20808217,0.14716493,0.019646127,6.376948,0.1937828,0.8123911,0.16631147,-0.42096728,0.74477077,0.0002285596,0.021210885,0.003507637,-8.980489e-05,1.4691743e-05,0.30515245,0.32089132
cell_16.6728_74.2230,16.6728,74.223,Shenda Park,Hot Zone,0.119463414,0.08152271,-0.1383267,6.344664,0.2569879,0.78788316,0.21637687,-0.47621652,0.775337,0.0002285596,0.019612137,0.0035452258,9.223055e-05,1.4691743e-05,-0.2164239,0.29830295
cell_16.6728_74.2255,16.6728,74.2255,Shenda Park,Hot Zone,0.12762791,0.2290078,0.038671616,6.4460793,0.03424672,0.786508,0.1621982,-0.44687063,0.7986151,0.0002285596,0.019612137,0.0048398767,3.647557e-05,1.4691743e-05,0.16900583,0.31025562
cell_16.6728_74.2280,16.6728,74.228,Shenda Park,Hot Zone,0.10331444,0.090944596,0.02601999,6.4011073,-0.08118731,0.85440475,0.051465124,-0.42842734,0.7885167,0.0002285596,0.020195026,0.0048943385,6.269394e-05,1.9047906e-05,-0.0039019182,0.31603438
cell_16.6728_74.2305,16.6728,74.2305,Shenda Park,Cool Zone,-0.98535055,0.35543412,0.030828105,-7.1622505,0.0174259,0.88037294,0.06947796,-0.72828233,-0.44122553,0.0002285596,0.048459888,0.013182334,-0.00053118385,1.9047906e-05,-0.38192698,0.6445302
cell_16.6728_74.2330,16.6728,74.233,Shenda Park,Cool Zone,-2.2685604,-0.19872272,-0.09203556,-8.989432,-0.21777503,0.8299586,-0.08002847,-0.74265724,-0.9053111,0.0002285596,-0.4149968,-0.00028712332,-0.00053118385,1.5038424e-05,-0.7782716,-0.47364223
cell_16.6728_74.2355,16.6728,74.2355,Shenda Park,Cool Zone,-2.1998835,-0.20117739,-0.051805355,-8.996845,-0.2151093,0.89445186,-0.03428098,-0.8818525,-1.0607797,0.0002285596,-0.4149968,-0.00043871382,-0.00053118385,0.002694836,-0.7415439,-0.47330946
cell_16.6728_74.2380,16.6728,74.238,Shenda Park,Mild Zone,0.24835427,0.257072,-0.08685992,-0.6679551,0.11995216,1.0231131,0.060590446,-0.58703977,-0.5757308,0.0002285596,0.024943054,0.004894281,-0.000107838394,1.9047906e-05,0.16573998,0.30582362
cell_16.6728_74.2405,16.6728,74.2405,Shenda Park,Hot Zone,0.13395278,0.40656462,0.07471608,6.346672,0.33033463,0.71123886,0.21622342,-0.3933066,0.7733784,8.4800624e-05,0.020539068,0.003305219,0.00014689688,-0.000101703474,0.021932345,0.30760583
cell_16.6728_74.2430,16.6728,74.243,Shenda Park,Hot Zone,-0.16325955,0.18166392,-0.009578963,6.332689,0.37536243,0.609399,0.21552207,-0.4248846,0.78611034,8.4800624e-05,0.019612137,0.003418287,9.223055e-05,1.4691743e-05,-0.18809828,0.3168312
cell_16.6728_74.2455,16.6728,74.2455,Shenda Park,Hot Zone,0.09315478,0.2859443,0.08762474,6.3235316,0.12689094,0.7899011,0.19022487,-0.058887172,0.7152407,8.4800624e-05,0.020539068,0.0034178817,0.00015607708,-0.000101703474,0.02853053,0.31556842
cell_16.6728_74.2480,16.6728,74.248,Shenda Park,Cool Zone,0.32128018,-0.53447443,0.033128157,-8.079479,-0.22833318,0.94307464,0.15041378,-0.76029104,-1.132583,-0.00013713575,0.081301115,-0.0008552926,-0.00010689178,0.0008299281,0.21281889,-0.3540733
cell_16.6728_74.2505,16.6728,74.2505,Shenda Park,Cool Zone,0.4311233,-0.22490625,0.37603843,-7.9796195,-0.21281074,0.9502902,0.261959,-0.55509424,-0.7355671,-0.00013713575,0.081301115,-0.00070370216,-0.00010689178,-9.849168e-05,0.23278831,-0.29605246
cell_16.6728_74.2530,16.6728,74.253,Shenda Park,Cool Zone,0.53331435,-0.48317263,0.1080589,-8.052426,-0.23651454,0.8392746,0.13379836,-0.7809604,-1.108254,-7.9564474e-05,0.081301115,-8.581657e-05,-0.00010689178,0.00041536172,0.23839457,-0.36027595
